,subject,nll,bic,model,w_p,eta,phi,beta
27,27,183.81163889194494,389.28767939270756,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-free,0.8141210143224439,1.0,0.0,3.1913928460423517
