,subject,nll,bic,model,w_p,eta,phi,beta
2,2,155.22545534271092,332.1153122942395,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-free,0.8774585259891912,1.0,0.0,2.375009524488893
