,subject,nll,bic,model,alpha,gamma,eta,theta,beta
32,32,178.17789756560398,383.43629714223005,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-none,1.0892496903227955,1.0,1.0,0.901004923912137,0.03619510397561386
