,subject,nll,bic,model,alpha,gamma,eta,theta,beta
6,6,137.34841320525484,301.77732842153176,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-none,0.8648839066323013,0.8722079033604339,1.0,0.9049640989563941,0.0911672491085144
