,subject,nll,bic,model,alpha,gamma,eta,theta,beta
34,34,172.75477870973342,372.5900594304889,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-none,0.580018841129392,0.7604995220989718,0.6893305053188449,0.6491227294192773,0.1991221228817021
