,subject,nll,bic,model,alpha,gamma,eta,theta,beta
5,5,162.31192994408522,351.7043618991925,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-none,0.16122290588774557,1.0,0.705327231298471,0.738043444792239,0.8012876279601435
