,subject,nll,bic,model,alpha,gamma,eta,theta,beta
0,0,195.14508669369565,417.37067539841337,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-none,0.7932872455237853,0.9665822488352424,0.24930249844366104,0.10190945756102368,0.1388108738143701
