,subject,nll,bic,model,alpha,gamma,eta,theta,beta
23,23,132.91630010251941,292.9131022160609,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-none,1.1629360209199882,1.0,0.2054966481659294,0.5145403502845526,0.2597523594712995
