,subject,nll,bic,model,alpha,gamma,eta,theta,beta
15,15,174.0466976259282,375.1738972628785,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-none,0.18782850350566122,1.0,1.0,0.6006280835436009,0.7483603735070844
