,subject,nll,bic,model,alpha,gamma,eta,theta,beta
14,14,195.53276122639613,418.14602446381434,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-none,0.4402838993255807,0.44915349864048837,1.0,0.6479884690754264,0.3880654137163537
