,subject,nll,bic,model,alpha,gamma,eta,theta,beta
36,36,120.55993618161212,268.20037437424634,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-none,0.13136254178843695,1.0,1.0,0.7588234105114683,1.7043257878068223
