,subject,nll,bic,model,alpha,gamma,eta,theta,beta
19,19,182.11159841535726,391.3036988417366,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-none,0.5121349437469284,0.5150272953762748,0.8832846223861266,0.5081960816027173,0.2882082322922554
