,subject,nll,bic,model,alpha,gamma,theta,lam,phi,beta
8,8,107.44539301155383,247.3873884363342,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-free,0.14882234287207627,1.0,0.8517095437502857,0.20459595679257592,0.4599097138822252,6.172434661894698
