,subject,nll,bic,model,alpha,gamma,theta,lam,phi,beta
17,17,121.95954568643242,276.41569378609137,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-free,0.3769614932627099,0.570178379556447,0.6450997209278058,0.2956057517045168,0.5610537714570127,1.3737851135508392
