,subject,nll,bic,model,w_p,eta,lam,phi,beta
7,7,184.7245748979465,396.52965180691507,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-free,0.47227391243870703,0.9246469344517302,0.2505760768883852,0.5463675795312508,10.0
