,subject,nll,bic,model,w_p,eta,lam,phi,beta
37,37,209.48489379009678,446.05028959121563,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-free,0.6408744233455796,1.0,0.16080496288200444,0.6233940920471184,7.675248456710497
