,subject,nll,bic,model,w_p,eta,beta
37,37,214.91810831876765,446.08451784414854,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,0.6371931000345139,1.0,0.8371961846737537
