,subject,nll,bic,model,w_p,eta,beta
5,5,211.4040895757633,439.0564803581398,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,0.8544397282730228,0.8324149221943989,0.9149088049800765
