,subject,nll,bic,model,w_p,eta,beta
12,12,185.20458008371264,386.6574613740385,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,0.7794712881452139,1.0,2.6033325804910965
