,subject,nll,bic,model,w_p,eta,beta
27,27,183.8116388897855,383.87157898618426,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,0.814121035182391,1.0,3.1914160836387064
