,subject,nll,bic,model,w_p,eta,beta
39,39,182.3980079312953,381.0443170692038,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,0.3935735475318646,0.6363788621037271,3.33700951317446
