,subject,nll,bic,model,w_p,eta,beta
36,36,179.44524691620762,375.1387950390285,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,0.8638093351483344,1.0,2.5468929986475066
