,subject,nll,bic,model,w_p,eta,beta
4,4,226.85645801107043,469.9612172287541,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,0.6838457625734436,0.9556757104873695,0.5058103827317565
