,subject,nll,bic,model,w_p,eta,beta
13,13,214.3192678217868,444.88683685018685,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,0.5603093902911838,0.6871003856350175,1.0128616301287865
