,subject,nll,bic,model,w_p,eta,beta
38,38,215.9312407491168,448.1107827048468,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,0.4972265318134436,1.0,1.6205648397855126
