,subject,nll,bic,model,w_p,eta,beta
0,0,242.2917859427306,500.83187309207443,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,0.4466301696516986,1.0,0.1399033325869597
