,subject,nll,bic,model,w_p,eta,beta
1,1,177.47252718979527,371.1933555862038,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,0.7233945421341671,1.0,1.3960199093937338
