,subject,nll,bic,model,w_p,eta,beta
20,20,129.86936627639668,275.9870337594066,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,0.8063233727463163,1.0,4.473437880233104
