,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,beta
26,26,60.41900067398413,158.7507041633992,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-free,0.2980772125660823,0.33243660147822635,1.0,0.6571157956926656,0.16031942390420462,0.19636704128410082,10.0
