,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,beta
7,7,103.92922249171784,245.77114779886662,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-free,0.6922291146862658,0.6327606459057483,1.0,0.7710295820377565,0.7980841459927377,0.09262368590907577,0.6789048180027856
