,subject,nll,bic,model,alpha,gamma,eta,lam,phi,wd,w_p,beta
22,22,145.51960626492428,334.3680157474839,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.15611878028359658,1.0,1.0,0.7683755715544165,2.1672061291600506e-05,46.97391059564403,0.21189797955296188,0.7757199637266563
