,subject,nll,bic,model,alpha,gamma,eta,lam,phi,wd,w_p,beta
11,11,102.39407413224728,248.11695148212993,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.3345682929229213,0.9998696148961977,0.9657705238053933,0.8442975652628253,7.247564007572796e-05,37.04294261960953,0.02476819526030045,0.6685896409005091
