,subject,nll,bic,model,alpha,gamma,eta,lam,phi,wd,w_p,beta
5,5,86.9027348907772,217.13427299918976,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.15898902903032247,1.0,1.0,0.1432721021769625,0.00019335036042139654,43.034141906401565,0.5315447551364767,1.4336338580566594
