,subject,nll,bic,model,alpha,gamma,eta,lam,phi,wd,w_p,beta
8,8,135.8339165720693,314.996636361774,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.15446532223955353,1.0,0.03188447329565212,0.9834311373793698,1.7375814574172033e-05,47.14736093732949,0.19269738703205924,3.119194726437677
