,subject,nll,bic,model,w_p,lam,beta
13,13,94.4278518799273,205.10400496646787,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-none,0.6661749526552553,0.8526446104134897,1.985863345662224
