,subject,nll,bic,model,w_p,lam,beta
20,20,60.614049676856965,137.4764005603272,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-none,1.0,0.025206526870229305,4.999253955760281
