,subject,nll,bic,model,w_p,lam,beta
18,18,133.52642781346862,283.30115683355046,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-none,0.6873446448541539,0.9891896633136378,3.3134577881736
