,subject,nll,bic,model,w_p,lam,beta
10,10,139.07902794861903,294.4063571038513,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-none,1.0,0.8341951857496891,2.825233691099892
