,subject,nll,bic,model,w_p,lam,beta
0,0,116.85008850775284,249.94847822211895,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-none,0.6176845246582899,0.3192525200715852,3.854536763587997
