,subject,nll,bic,model,alpha,gamma,eta,lam,phi,beta
39,39,179.95368985668867,392.40398212660386,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-free,1.7256985969487328,1.0,0.4951029710678552,0.07270005594819229,0.12968418194644726,0.13553710189252477
