,subject,nll,bic,model,alpha,gamma,eta,lam,phi,beta
14,14,215.42352113601538,463.3436446852573,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-free,0.4419569414904667,0.4040478364624219,0.1677515740280376,0.01042566738701367,0.7805908280525375,7.444984835725892
