,subject,nll,bic,model,w_p,eta,theta,lam,beta
38,38,121.34274743201374,269.76599687504955,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-none,0.5432740411756894,0.9494147535769465,0.645673569269768,0.8575285418835398,9.864058086694683
