,subject,nll,bic,model,w_p,eta,theta,lam,beta
36,36,99.44745205898249,225.9754061289871,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-none,0.8831803600718401,1.0,0.6162769993514968,0.8442790307985547,10.0
