,subject,nll,bic,model,w_p,eta,theta,lam,beta
2,2,93.87926974238427,214.83904149579064,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-none,0.9176881853927185,1.0,0.7167442709600884,0.8533900803422168,10.0
