,subject,nll,bic,model,w_p,eta,theta,lam,beta
16,16,94.12357315625962,215.32764832354135,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-none,0.413874130214062,1.0,0.4645352481954152,0.5406418107987583,10.0
