,subject,nll,bic,model,w_p,eta,theta,lam,beta
13,13,88.08819912738014,203.25690026578238,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-none,0.6449241545564856,0.6852251600309156,0.29228350265633984,0.904050038457791,5.466576198196387
