,subject,nll,bic,model,w_p,eta,theta,lam,beta
22,22,147.85612692730172,322.7927558656255,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-none,0.8759900666849868,1.0,0.46254013589906795,0.6634738179693972,3.839127151534778
