,subject,nll,bic,model,w_p,eta,theta,lam,beta
23,23,114.62284406258334,256.32619013618876,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-none,0.327358798824776,1.0,0.3893924154255578,0.8697061317497167,3.0845168284937365
