,subject,nll,bic,model,w_p,eta,theta,lam,beta
7,7,128.65617226439136,284.3928465398048,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-none,0.4964512509847727,0.7246538931866987,0.7217577728611321,0.8748778186014122,4.667597500881382
