,subject,nll,bic,model,w_p,eta,theta,lam,beta
19,19,145.07881050749262,317.2381230260073,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-none,0.5468769801735562,1.0,0.4099118744349981,0.8173584709511754,3.024778054746346
