,subject,nll,bic,model,w_p,eta,theta,lam,beta
35,35,161.11048638092774,349.30147477287755,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-none,0.810437554072324,0.5591121955428218,0.6932596056841842,0.8667729002849759,3.9557823424858163
