,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,beta
24,24,76.10821838614137,190.1291395877137,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-gaze-dependent,0.25854546746966933,1.0,0.6190334445027685,0.8331477450231888,0.487796046875876,0.0,6.324679940672615
