,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,beta
8,8,112.05749626029146,262.02769533601384,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-gaze-dependent,0.14650699856124483,1.0,1.0,0.8693364640019764,0.4790459369443471,0.0,5.793663949790827
