,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,beta
4,4,158.5364017576869,354.9855063308047,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-gaze-dependent,0.3871138034276978,1.0,1.0,0.46320318649596304,0.6999626377261547,0.0,0.5079830956370811
