,subject,nll,bic,model,w_p,lam,beta
12,12,173.30833132144494,362.8649638495031,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-none,0.7825865407100837,0.7492749521110391,10.0
