,subject,nll,bic,model,w_p,lam,beta
7,7,184.67056447101757,385.5894301486484,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-none,0.4732108056952444,0.7068564297519786,9.300872960201366
