,subject,nll,bic,model,w_p,lam,beta
42,42,239.04797094468796,494.34424309598916,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-none,0.5057347444015237,0.12710588151206234,7.829542411383341
