,subject,nll,bic,model,w_p,lam,beta
33,33,202.25207831955663,420.7524578457265,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-none,0.6450490814977221,0.6633367708327306,10.0
