,subject,nll,bic,model,w_p,lam,beta
27,27,177.58604549886417,371.42039220434157,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-none,0.816901784032818,0.6835730027150072,10.0
