,subject,nll,bic,model,alpha,gamma,eta,lam,beta
7,7,165.2106281405908,357.5017582922037,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-none,0.8149271825028974,0.7336471582950779,1.0,0.48885652381352146,1.1777612931477006
