,subject,nll,bic,model,alpha,gamma,eta,lam,beta
31,31,66.00064110321489,159.08178421745188,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-none,0.05327772627850829,1.0,1.0,0.7276573383939376,9.476815421464703
