,subject,nll,bic,model,alpha,gamma,eta,lam,beta
36,36,150.74413140740725,328.5687648258366,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-none,0.14703781834121876,1.0,0.052216320392733495,0.9081077889445947,6.0546555345220625
