,subject,nll,bic,model,alpha,gamma,eta,lam,beta
27,27,167.28159762559272,361.6436972622075,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-none,0.24061614773877796,1.0,0.9738538064813402,0.2846226057529911,6.276618886746501
