,subject,nll,bic,model,alpha,gamma,eta,lam,beta
32,32,160.6917336878622,348.4639693867465,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-none,1.1712168060706765,1.0,1.0,0.019319770197146393,0.5768954860590455
